side1^2,side2^2,side3^2,side1^2+side2^2,side1^2+side3^2,side2^2+side3^2,validity
9217296,25603600,16386304,34820896,25603600,41989904,1
109725625,156225001,131951169,265950626,241676794,288176170,0
451647504,1254576400,802928896,1706223904,1254576400,2057505296,1
529736256,1382649856,906010000,1912386112,1435746256,2288659856,0
36869184,65545216,102414400,102414400,139283584,167959616,1
153983281,208311489,270832849,362294770,424816130,479144338,0
921729600,589906944,331822656,1511636544,1253552256,921729600,1
1593526561,1145619409,771450625,2739145970,2364977186,1917070034,0
1638630400,1048723456,589906944,2687353856,2228537344,1638630400,1
1946221456,1297440400,779749776,3243661856,2725971232,2077190176,0
409657600,230432400,640090000,640090000,1049747600,870522400,1
420045025,238239225,653058025,658284250,1073103050,891297250,0
82955664,147476736,230432400,230432400,313388064,377909136,1
125552025,202806081,298494729,328358106,424046754,501300810,0
18870336,1605289,20475625,20475625,39345961,22080914,1
20151121,1993744,21808900,22144865,41960021,23802644,0
314636644,4013222500,3698585856,4327859144,4013222500,7711808356,1
626250625,4989585769,4638018609,5615836394,5264269234,9627604378,0
4607015625,361190025,4245825600,4968205650,8852841225,4607015625,1
5452640964,623600784,5059050129,6076241748,10511691093,5682650913,0
4830806016,410953984,5241760000,5241760000,10072566016,5652713984,1
6211331344,874976400,6676197264,7086307744,12887528608,7551173664,0
160528900,2047562500,1887033600,2208091400,2047562500,3934596100,1
299428416,2488413456,2311109476,2787841872,2610537892,4799522932,0
5453527104,5917455625,463928521,11370982729,5917455625,6381384146,1
7010210529,7534934416,987090724,14545144945,7997301253,8522025140,0
3460380625,3189086784,271293841,6649467409,3731674466,3460380625,1
4719003025,4401260964,693848281,9120263989,5412851306,5095109245,0
68359824,94381225,162741049,162741049,231100873,257122274,1
116402521,149719696,233417284,266122217,349819805,383136980,0
650964196,273439296,377524900,924403492,1028489096,650964196,1
1006919824,517744516,657819904,1524664340,1664739728,1175564420,0
849431025,615238416,1464669441,1464669441,2314100466,2079907857,1
1237421329,950858896,1962755809,2188280225,3200177138,2913614705,0
3349631376,7974311401,4624680025,11323942777,7974311401,12598991426,1
4335695716,9461258361,5772200625,13796954077,10107896341,15233458986,0
10415427136,6040398400,4375028736,16455825536,14790455872,10415427136,1
10483916881,6092583025,4419457441,16576499906,14903374322,10512040466,0
1708995600,4068526225,2359530625,5777521825,4068526225,6428056850,1
2001041289,4512883684,2700673024,6513924973,4701714313,7213556708,0
1093757184,2603856784,1510099600,3697613968,2603856784,4113956384,1
1596801600,3354263056,2092879504,4951064656,3689681104,5447142560,0
51236964,26316900,24920064,77553864,76157028,51236964,1
79959364,47803396,45914176,127762760,125873540,93717572,0
947408400,1844530704,897122304,2791939104,1844530704,2741653008,1
1111755649,2071251121,1057225225,3183006770,2168980874,3128476346,0
461132676,224280576,236852100,685413252,697984776,461132676,1
723341025,416037609,433097721,1139378634,1156438746,849135330,0
204947856,99680256,105267600,304628112,310215456,204947856,1
541725625,358837249,369369961,900562874,911095586,728207210,0
1280924100,623001600,657922500,1903925700,1938846600,1280924100,1
2055806281,1191009121,1239110401,3246815402,3294916682,2430119522,0
421070400,398721024,819791424,819791424,1240861824,1218512448,1
574848576,548683776,1029639744,1123532352,1604488320,1578323520,0
1684281600,3279165696,1594884096,4963447296,3279165696,4874049792,1
1841010649,3496475161,1747490809,5337485810,3588501458,5243965970,0
41796225,11888704,53684929,53684929,95481154,65573633,1
166771396,97950609,189778176,264722005,356549572,287728785,0
582546496,2048015025,2630561521,2630561521,3213108017,4678576546,1
700713841,2264808100,2875533376,2965521941,3576247217,5140341476,0
1932657444,427993344,1504664100,2360650788,3437321544,1932657444,1
2056259716,487173184,1613950276,2543432900,3670209992,2101123460,0
214739716,47554816,167184900,262294532,381924616,214739716,1
369408400,131377444,306110016,500785844,675518416,437487460,0
3435835456,760877056,2674958400,4196712512,6110793856,3435835456,1
3627171076,852289636,2844088900,4479460712,6471259976,3696378536,0
1044905625,297217600,1342123225,1342123225,2387028850,1639340825,1
1788105796,739894401,2171187216,2528000197,3959293012,2911081617,0
190219264,668739600,858958864,858958864,1049178128,1527698464,1
497914596,1182121924,1431108900,1680036520,1929023496,2613230824,0
10188864,65205625,75394489,75394489,85583353,140600114,1
13351716,72880369,83631025,86232085,96982741,156511394,0
1206311824,163021824,1043290000,1369333648,2249601824,1206311824,1
1394499649,236513641,1218777921,1631013290,2613277570,1455291562,0
366799104,2347402500,2714201604,2714201604,3081000708,5061604104,1
692900329,3093695641,3512814361,3786595970,4205714690,6606510002,0
4825247296,652087296,4173160000,5477334592,8998407296,4825247296,1
4882515625,673246809,4226430121,5555762434,9108945746,4899676930,0
91699776,586850625,678550401,678550401,770250177,1265401026,1
156950784,738589329,841058001,895540113,998008785,1579647330,0
499254336,3195075625,3694329961,3694329961,4193584297,6889405586,1
941078329,4206560164,4776744996,5147638493,5717823325,8983305160,0
260822500,40755456,301577956,301577956,562400456,342333412,1
477597316,146119744,532224900,623717060,1009822216,678344644,0
38025,597529,559504,635554,597529,1157033,1
39955041,47596201,47251876,87551242,87206917,94848077,0
86044176,80568576,5475600,166612752,91519776,86044176,1
96904336,91087936,8456464,187992272,105360800,99544400,0
72301009,4601025,67699984,76902034,140000993,72301009,1
97121025,12229009,91776400,109350034,188897425,104005409,0
8555625,125888400,134444025,134444025,142999650,260332425,1
22212369,169208064,179104689,191420433,201317058,348312753,0
94556176,6426225,100982401,100982401,195538577,107408626,1
288966001,96236100,300120976,385202101,589086977,396357076,0
117115684,7452900,109662784,124568584,226778468,117115684,1
154206724,18714276,145636624,172921000,299843348,164350900,0
59752900,3802500,55950400,63555400,115703300,59752900,1
72556324,7496644,68359824,80052968,140916148,75856468,0
1849600,665856,1183744,2515456,3033344,1849600,1
114725521,103367889,108972721,218093410,223698242,212340610,0
143233024,223801600,80568576,367034624,223801600,304370176,1
318336964,434055556,220522500,752392520,538859464,654578056,0
266342400,416160000,149817600,682502400,416160000,565977600,1
290089024,445716544,167754304,735805568,457843328,613470848,0
95883264,170459136,266342400,266342400,362225664,436801536,1
342805225,474324841,627151849,817130066,969957074,1101476690,0
130507776,232013824,362521600,362521600,493029376,594535424,1
388050601,552579049,746109225,940629650,1134159826,1298688274,0
473497600,303038464,170459136,776536064,643956736,473497600,1
721889424,506970256,329930896,1228859680,1051820320,836901152,0
312582400,112529664,200052736,425112064,512635136,312582400,1
513430281,242954569,365689129,756384850,879119410,608643698,0
147456,82944,230400,230400,377856,313344,1
7182400,6677056,7706176,13859456,14888576,14383232,0
8294400,14745600,23040000,23040000,31334400,37785600,1
137874564,161340804,186650244,299215368,324524808,347991048,0
27878400,17842176,10036224,45720576,37914624,27878400,1
216619524,186650244,158911236,403269768,375530760,345561480,0
66585600,42614784,23970816,109200384,90556416,66585600,1
232135696,185068816,143328784,417204512,375464480,328397600,0
47775744,26873856,74649600,74649600,122425344,101523456,1
66601921,41383489,97792321,107985410,164394242,139175810,0
21233664,11943936,33177600,33177600,54411264,45121536,1
183575401,153685609,216119401,337261010,399694802,369805010,0
18662400,33177600,51840000,51840000,70502400,85017600,1
98664489,129345129,164172969,228009618,262837458,293518098,0
40832100,56640676,15808576,97472776,56640676,72449252,1
242082481,278723025,172791025,520805506,414873506,451514050,0
252937216,653313600,906250816,906250816,1159188032,1559564416,1
255680100,657717316,911436100,913397416,1167116200,1569153416,0
774620224,2775393124,2000772900,3550013348,2775393124,4776166024,1
1068178489,3310046089,2458275561,4378224578,3526454050,5768321650,0
226562704,163328400,63234304,389891104,289797008,226562704,1
288864016,216796176,97930816,505660192,386794832,314726992,0
2613254400,3625003264,1011748864,6238257664,3625003264,4636752128,1
3167100729,4272583225,1366411225,7439683954,4533511954,5638994450,0
569108736,2039064336,1469955600,2608173072,2039064336,3509019936,1
579942724,2059525924,1487336356,2639468648,2067279080,3546862280,0
1416016900,1020802500,395214400,2436819400,1811231300,1416016900,1
1539542169,1126072249,461691169,2665614418,2001233338,1587763418,0
1768900,82337476,80568576,84106376,82337476,162906052,1
8248384,112699456,110628324,120947840,118876708,223327780,0
5156388864,113209600,5269598464,5269598464,10425987328,5382808064,1
6187080964,305900100,6311031364,6492981064,12498112328,6616931464,0
329349904,322274304,7075600,651624208,336425504,329349904,1
396368281,388602369,19545241,784970650,415913522,408147610,0
4034536324,3947860224,86676100,7982396548,4121212424,4034536324,1
4645921921,4552875625,194686209,9198797546,4840608130,4747561834,0
725117184,741037284,15920100,1466154468,741037284,756957384,1
997549056,1016206884,74753316,2013755940,1072302372,1090960200,0
2964149136,2900468736,63680400,5864617872,3027829536,2964149136,1
3277219009,3210242281,116273089,6487461290,3393492098,3326515370,0
28302400,1317399616,1289097216,1345702016,1317399616,2606496832,1
40921609,1396741129,1367594361,1437662738,1408515970,2764335490,0
34574400,12006225,46580625,46580625,81155025,58586850,1
62267881,29986576,78074896,92254457,140342777,108061472,0
768398400,2212761600,2981160000,2981160000,3749558400,5193921600,1
1412030929,3237268609,4154704849,4649299538,5566735778,7391973458,0
186322500,48024900,138297600,234347400,324620100,186322500,1
429069796,195832036,354342976,624901832,783412772,550175012,0
1164515625,864360000,300155625,2028875625,1464671250,1164515625,1
1892511009,1503733284,713050209,3396244293,2605561218,2216783493,0
1694145600,588305025,2282450625,2282450625,3976596225,2870755650,1
1936264009,734301604,2562181924,2670565613,4498445933,3296483528,0
553190400,192099600,745290000,745290000,1298480400,937389600,1
642926736,246364416,848906496,889291152,1491833232,1095270912,0
419225625,311169600,108056025,730395225,527281650,419225625,1
790340769,638977284,325189089,1429318053,1115529858,964166373,0
120670225,31102929,89567296,151773154,210237521,120670225,1
194490916,72897444,154380625,267388360,348871541,227278069,0
7722894400,5732306944,1990587456,13455201344,9713481856,7722894400,1
8517074944,6419214400,2403352576,14936289344,10920427520,8822566976,0
3224422656,4344128100,1119705444,7568550756,4344128100,5463833544,1
3730155625,4928180401,1425289009,8658336026,5155444634,6353469410,0
124411716,358269184,482680900,482680900,607092616,840950084,1
363588624,720492964,893053456,1084081588,1256642080,1613546420,0
497646864,1433076736,1930723600,1930723600,2428370464,3363800336,1
647702500,1680836004,2216714724,2328538504,2864417224,3897550728,0
3016755625,777573225,2239182400,3794328850,5255938025,3016755625,1
3223854841,884408121,2418082276,4108262962,5641937117,3302490397,0
4388797504,5912841025,1524043521,10301638529,5912841025,7436884546,1
5513508009,7208010000,2213137936,12721518009,7726645945,9421147936,0
105719524,76212900,29506624,181932424,135226148,105719524,1
204633025,162639009,89397025,367272034,294030050,252036034,0
422878096,304851600,118026496,727729696,540904592,422878096,1
556535281,419717169,192959881,976252450,749495162,612677050,0
951475716,265559616,685916100,1217035332,1637391816,951475716,1
1257624369,437353569,949071249,1694977938,2206695618,1386424818,0
737665600,2642988100,1905322500,3380653700,2642988100,4548310600,1
1063868689,3233855689,2411497449,4297724378,3475366138,5645353138,0
472105984,1219406400,1691512384,1691512384,2163618368,2910918784,1
541074121,1328821209,1819960921,1869895330,2361035042,3148782130,0
6766049536,4877625600,1888423936,11643675136,8654473472,6766049536,1
8261719236,6158796484,2713784836,14420515720,10975504072,8872581320,0
1062238464,3805902864,2743664400,4868141328,3805902864,6549567264,1
1312323076,4267486276,3137568196,5579809352,4449891272,7405054472,0
23961025,42211009,18249984,66172034,42211009,60460993,1
156525121,199176769,141324544,355701890,297849665,340501313,0
675376144,291999744,383376400,967375888,1058752544,675376144,1
1123590400,606144400,735060544,1729734800,1858650944,1341204944,0
95844100,72999936,168844036,168844036,264688136,241843972,1
128504896,101808100,211411600,230312996,339916496,313219700,0
656999424,1519596324,862596900,2176595748,1519596324,2382193224,1
885895696,1858816996,1122384004,2744712692,2008279700,2981201000,0
1533505600,1167998976,2701504576,2701504576,4235010176,3869503552,1
1662682176,1281067264,2872102464,2943749440,4534784640,4153169728,0
456249600,599025625,1055275225,1055275225,1511524825,1654300850,1
914397121,1112489316,1710980496,2026886437,2625377617,2823469812,0
164249856,379899081,215649225,544148937,379899081,595548306,1
249766416,505305441,312334929,755071857,562101345,817640370,0
7001316,48441600,55442916,55442916,62444232,103884516,1
79995136,175774564,188897536,255769700,268892672,364672100,0
28005264,221771664,193766400,249776928,221771664,415538064,1
32398864,233845264,205062400,266244128,237461264,438907664,0
2373638400,343064484,2716702884,2716702884,5090341284,3059767368,1
2628920529,444155625,2989355625,3073076154,5618276154,3433511250,0
1386072900,175032900,1211040000,1561105800,2597112900,1386072900,1
2152774404,501670404,1933185024,2654444808,4085959428,2434855428,0
448084224,3548346624,3100262400,3996430848,3548346624,6648609024,1
570540996,3879545796,3410326404,4450086792,3980867400,7289872200,0
775065600,887086656,112021056,1662152256,887086656,999107712,1
1340072449,1486179601,374461201,2826252050,1714533650,1860640802,0
1743897600,252047376,1995944976,1995944976,3739842576,2247992352,1
1877142276,304223364,2138322564,2181365640,4015464840,2442545928,0
15876,14400,30276,30276,46152,44676,1
3802500,3779136,3992004,7581636,7794504,7771140,0
3240000,6812100,3572100,10052100,6812100,10384200,1
121242121,139736041,123232201,260978162,244474322,262968242,0
5143824,9809424,4665600,14953248,9809424,14475024,1
101163364,119290084,99002500,220453448,200165864,218292584,0
3111696,2822400,5934096,5934096,9045792,8756496,1
51051025,49857721,61105489,100908746,112156514,110963210,0
1440000,1587600,3027600,3027600,4467600,4615200,1
3422500,3648100,5712100,7070600,9134600,9360200,0
8749764,4161600,4588164,12911364,13337928,8749764,1
30713764,21381376,22335076,52095140,53048840,43716452,0
3686400,7750656,4064256,11437056,7750656,11814912,1
96079204,113763556,97970404,209842760,194049608,211733960,0
104040000,50808384,53231616,154848384,157271616,104040000,1
259725456,170145936,174556944,429871392,434282400,344702880,0
5097960000,2489610816,2608349184,7587570816,7706309184,5097960000,1
5480885089,2759295841,2884227025,8240180930,8365112114,5643522866,0
203233536,212926464,416160000,416160000,619393536,629086464,1
485409024,500327424,793886976,985736448,1279296000,1294214400,0
1664640000,812934144,851705856,2477574144,2516345856,1664640000,1
1926507664,998812816,1041740176,2925320480,2968247840,2040552992,0
1270209600,2601000000,1330790400,3871209600,2601000000,3931790400,1
1280924100,2616322500,1341756900,3897246600,2622681000,3958079400,0
479084544,936360000,457275456,1415444544,936360000,1393635456,1
762698689,1319796241,735114769,2082494930,1497813458,2054911010,0
1829101824,3745440000,1916338176,5574541824,3745440000,5661778176,1
2439470881,4599959329,2540059201,7039430210,4979530082,7140018530,0
176400,112896,63504,289296,239904,176400,1
51494976,50296464,49112064,101791440,100607040,99408528,0
57153600,36578304,20575296,93731904,77728896,57153600,1
293916736,244359424,199374400,538276160,493291136,443733824,0
28901376,16257024,45158400,45158400,74059776,61415424,1
40793769,25431849,59768361,66225618,100562130,85200210,0
13660416,21344400,7683984,35004816,21344400,29028384,1
179908569,205549569,155975121,385458138,335883690,361524690,0
17640000,6350400,11289600,23990400,28929600,17640000,1
151585344,113039424,131606784,264624768,283192128,244646208,0
34574400,12446784,22127616,47021184,56702016,34574400,1
127870864,80209936,102657424,208080800,230528288,182867360,0
50979600,18352656,32626944,69332256,83606544,50979600,1
241771401,161112249,199402641,402883650,441174042,360514890,0
62758084,41964484,20793600,104722568,83551684,62758084,1
91795561,66210769,38675961,158006330,130471522,104886730,0
4016517376,1330790400,2685726976,5347307776,6702244352,4016517376,1
4657243536,1709657104,3213982864,6366900640,7871226400,4923639968,0
377680356,187142400,564822756,564822756,942503112,751965156,1
739785601,459888025,994203961,1199673626,1733989562,1454091986,0
83174400,167857936,251032336,251032336,334206736,418890272,1
124255609,224490289,319372641,348745898,443628250,543862930,0
1004129344,332697600,671431744,1336826944,1675561088,1004129344,1
1037097616,351787536,698439184,1388885152,1735536800,1050226720,0
2259291024,748569600,1510721424,3007860624,3770012448,2259291024,1
2508507225,894787569,1715699241,3403294794,4224206466,2610486810,0
1018886400,3075146116,2056259716,4094032516,3075146116,5131405832,1
1529670321,3924396025,2760136369,5454066346,4289806690,6684532394,0
164301124,70560000,93741124,234861124,258042248,164301124,1
328334400,187744804,224520256,516079204,552854656,412265060,0
2343528100,4107528100,1764000000,6451056200,4107528100,5871528100,1
2517530625,4336881025,1915375225,6854411650,4432905850,6252256250,0
657204496,374964496,282240000,1032168992,939444496,657204496,1
860542225,531901969,420209001,1392444194,1280751226,952110970,0
10515271936,5999431936,4515840000,16514703872,15031111936,10515271936,1
12214449361,7298455761,5651280625,19512905122,17865729986,12949736386,0
3374680464,2540160000,5914840464,5914840464,9289520928,8455000464,1
3826041025,2933630569,6507810241,6759671594,10333851266,9441440810,0
843670116,1478710116,635040000,2322380232,1478710116,2113750116,1
863654544,1505129616,652393764,2368784160,1516048308,2157523380,0
1499857984,2628817984,1128960000,4128675968,2628817984,3757777984,1
2218881025,3558003201,1762068529,5776884226,3980949554,5320071730,0
3705625,6528025,2822400,10233650,6528025,9350425,1
12075625,16851025,10432900,28926650,22508525,27283925,0
1886599225,815673600,1070925625,2702272825,2957524850,1886599225,1
2162343001,1000203876,1280995681,3162546877,3443338682,2281199557,0
1468805625,635040000,833765625,2103845625,2302571250,1468805625,1
1561277169,696326544,903783969,2257603713,2465061138,1600110513,0
448380625,789891025,341510400,1238271650,789891025,1131401425,1
693479556,1106493696,558802321,1799973252,1252281877,1665296017,0
652802500,370562500,282240000,1023365000,935042500,652802500,1
904204900,565012900,454542400,1469217800,1358747300,1019555300,0
626250625,1103236225,476985600,1729486850,1103236225,1580221825,1
933669136,1501252516,749171641,2434921652,1682840777,2250424157,0
1279492900,553190400,726302500,1832683300,2005795400,1279492900,1
1830213961,932141961,1153349521,2762355922,2983563482,2085491482,0
4734976,17424,4752400,4752400,9487376,4769824,1
45643536,22202944,45697600,67846480,91341136,67900544,0
1742400,473497600,475240000,475240000,476982400,948737600,1
97318225,918393025,920819025,1015711250,1018137250,1839212050,0
575040400,572932096,2108304,1147972496,577148704,575040400,1
776959876,774508900,28579716,1551468776,805539592,803088616,0
928055296,931470400,3415104,1859525696,931470400,934885504,1
1100846041,1104565225,20820969,2205411266,1121667010,1125386194,0
5035536,1373443600,1368408064,1378479136,1373443600,2741851664,1
12517444,1471029316,1465817796,1483546760,1478335240,2936847112,0
1069290000,1065369600,3920400,2134659600,1073210400,1069290000,1
1268641924,1264371364,23990404,2533013288,1292632328,1288361768,0
4460544,1212153856,1216614400,1216614400,1221074944,2428768256,1
31798321,1470185649,1475097649,1501983970,1506895970,2945283298,0
32821441,8850625,23970816,41672066,56792257,32821441,1
83521321,40768225,68989636,124289546,152510957,109757861,0
1608250609,433680625,1174569984,2041931234,2782820593,1608250609,1
1870303009,574512961,1399957056,2444815970,3270260065,1974470017,0
221265625,599270400,820536025,820536025,1041801650,1419806425,1
386790889,856849984,1118032969,1243640873,1504823858,1974882953,0
525143056,383533056,141610000,908676112,666753056,525143056,1
674596729,512614881,223711849,1187211610,898308578,736326730,0
566440000,2100572224,1534132224,2667012224,2100572224,3634704448,1
1120307841,3080583009,2385247921,4200890850,3505555762,5465830930,0
318622500,862949376,1181571876,1181571876,1500194376,2044521252,1
523494400,1183772836,1552675216,1707267236,2076169616,2736448052,0
95883264,131285764,35402500,227169028,131285764,166688264,1
256096009,312193561,147889921,568289570,403985930,460083482,0
87609600,2944656,90554256,90554256,178163856,93498912,1
193488100,39262756,197852356,232750856,391340456,237115112,0
2263856400,73616400,2190240000,2337472800,4454096400,2263856400,1
2657608704,157552704,2577795984,2815161408,5235404688,2735348688,0
5795472384,5607014400,188457984,11402486784,5983930368,5795472384,1
7049449521,6841440369,464876721,13890889890,7514326242,7306317090,0
144288144,4437158544,4292870400,4581446688,4437158544,8730028944,1
177342489,4612718889,4465580625,4790061378,4642923114,9078299514,0
788486400,26501904,814988304,814988304,1603474704,841490208,1
1344835584,188787600,1379379600,1533623184,2724215184,1568167200,0
47114496,1401753600,1448868096,1448868096,1495982592,2850621696,1
121088016,1728896400,1781177616,1849984416,1902265632,3510074016,0
106007616,3153945600,3259953216,3259953216,3365960832,6413898816,1
179426025,3511629081,3623438025,3691055106,3802864050,7135067106,0
2350089,2131600,4481689,4481689,6831778,6613289,1
3873024,3591025,6512704,7464049,10385728,10103729,0
1452067236,690638400,761428836,2142705636,2213496072,1452067236,1
2265664801,1279707529,1375445569,3545372330,3641110370,2655153098,0
448168900,235008900,213160000,683177800,661328900,448168900,1
514291684,283518244,259467664,797809928,773759348,542985908,0
878411044,417793600,460617444,1296204644,1339028488,878411044,1
1526074225,892037689,954130321,2418111914,2480204546,1846168010,0
542284369,284360769,257923600,826645138,800207969,542284369,1
915304516,567868900,530242729,1483173416,1445547245,1098111629,0
679175721,1295208121,616032400,1974383842,1295208121,1911240521,1
816873561,1482943081,747475600,2299816642,1564349161,2230418681,0
397165041,360240400,757405441,757405441,1154570482,1117645841,1
536709889,493639524,946116081,1030349413,1482825970,1439755605,0
9790641,1147041,8643600,10937682,18434241,9790641,1
39942400,18164644,37589161,58107044,77531561,55753805,0
2498000400,2829495249,331494849,5327495649,2829495249,3160990098,1
2505803364,2837799441,334341225,5343602805,2840144589,3172140666,0
138791961,1184667561,1045875600,1323459522,1184667561,2230543161,1
227436561,1422722961,1270209600,1650159522,1497646161,2692932561,0
1944810000,258084225,2202894225,2202894225,4147704225,2460978450,1
2252166849,377214084,2529285264,2629380933,4781452113,2906499348,0
1244678400,1409852304,165173904,2654530704,1409852304,1575026208,1
1497922209,1678622841,264875625,3176545050,1762797834,1943498466,0
1694145600,224820036,1918965636,1918965636,3613111236,2143785672,1
1756783396,247999504,1985593600,2004782900,3742376996,2233593104,0
1460768400,1654618329,193849929,3115386729,1654618329,1848468258,1
2236722436,2475162001,528862009,4711884437,2765584445,3004024010,0
1795600,1010025,2805625,2805625,4601225,3815650,1
52417600,47679025,57380625,100096625,109798225,105059650,0
351937600,549902500,197964900,901840100,549902500,747867400,1
493017616,723287236,306740196,1216304852,799757812,1030027432,0
404010000,227255625,631265625,631265625,1035275625,858521250,1
587674564,369293089,856557289,956967653,1444231853,1225850378,0
179560000,280562500,101002500,460122500,280562500,381565000,1
492041124,651883024,354644224,1143924148,846685348,1006527248,0
122213025,339480625,217267600,461693650,339480625,556748225,1
243360000,527620900,371911225,770980900,615271225,899532125,0
810825625,518928400,291897225,1329754025,1102722850,810825625,1
1390320369,998054464,670654609,2388374833,2060974978,1668709073,0
327248100,581774400,909022500,909022500,1236270600,1490796900,1
671224464,1020035844,1441569024,1691260308,2112793488,2461604868,0
8122500,5198400,2924100,13320900,11046600,8122500,1
68624656,59505796,51036736,128130452,119661392,110542532,0
2631690000,947408400,1684281600,3579098400,4315971600,2631690000,1
3747031369,1655920249,2596208209,5402951618,6343239578,4252128458,0
421070400,1169640000,748569600,1590710400,1169640000,1918209600,1
673039249,1569982129,1074725089,2243021378,1747764338,2644707218,0
1372702500,494172900,878529600,1866875400,2251232100,1372702500,1
1677885444,683404164,1125736704,2361289608,2803622148,1809140868,0
982822500,353816100,629006400,1336638600,1611828900,982822500,1
1274204416,536200336,865889476,1810404752,2140093892,1402089812,0
657922500,1169640000,1827562500,1827562500,2485485000,2997202500,1
